"company_name","tier","sub_sector","geography","town","postcode","employee_count_estimate","website","careers_portal","contact_name","contact_title","contact_email","email_confidence","source_url","personalisation_hook","excluded_reason","date_scoped","status"
"Mason Wealth Management","A","Private wealth management (SJP)","South Essex (Southend core)","Leigh-on-Sea","","","https://partnership.sjp.co.uk/partner/masonwm","no","Darren Mason","Principal","","","https://partnership.sjp.co.uk/partner/masonwm","A Leigh-on-Sea wealth-management practice (St. James's Place) offering lifestyle financial planning.","","2026-07-22",""
"Lightblue UK Limited","A","IFA / financial planning","South Essex (Southend core)","Westcliff-on-Sea","SS0 9UR","","https://www.lightblueuk.com","no","Michael Coleman","Director","info@lightblueuk.com","generic","https://find-and-update.company-information.service.gov.uk/company/05228731/officers","A long-established (2004) Westcliff independent financial adviser specialising in pension and retirement advice.","","2026-07-22",""
"Lightblue UK Limited","A","IFA / financial planning","South Essex (Southend core)","Westcliff-on-Sea","SS0 9UR","","https://www.lightblueuk.com","no","Mark Dennison","Director","info@lightblueuk.com","generic","https://find-and-update.company-information.service.gov.uk/company/05228731/officers","A long-established (2004) Westcliff independent financial adviser specialising in pension and retirement advice.","","2026-07-22",""
"TBL Accountants","B","Chartered accountancy","South Essex (Southend core)","Southend-on-Sea","SS1 2PH","","https://tblaccountants.co.uk","no","Paul Stafford","Partner","info@tblaccountants.co.uk","generic","https://tblaccountants.co.uk/southend-office/","An independent firm of Chartered Certified Accountants in Southend, established 50+ years, serving local owner-managed businesses with accounts, tax and audit.","","2026-07-22",""
"TBL Accountants","B","Chartered accountancy","South Essex (Southend core)","Southend-on-Sea","SS1 2PH","","https://tblaccountants.co.uk","no","Lisa Keith","Partner","info@tblaccountants.co.uk","generic","https://tblaccountants.co.uk/southend-office/","An independent firm of Chartered Certified Accountants in Southend, established 50+ years, serving local owner-managed businesses with accounts, tax and audit.","","2026-07-22",""
"MCL Accountants (Maclean Carmichael Ltd)","B","Chartered accountancy","South Essex (Southend core)","Leigh-on-Sea","SS9 2AF","~12","https://mcl.accountants","no","Lee Carmichael","Founder","lee.carmichael@macleancarmichael.co.uk","published","https://mcl.accountants/","A firm of Chartered Certified Accountants with offices in Leigh, Thorpe Bay and Southend, serving SMEs with accounts, tax and business advice.","","2026-07-22",""
"MCL Accountants (Maclean Carmichael Ltd)","B","Chartered accountancy","South Essex (Southend core)","Leigh-on-Sea","SS9 2AF","~12","https://mcl.accountants","no","Ishan Madan","","ishan.madan@macleancarmichael.co.uk","published","https://mcl.accountants/","A firm of Chartered Certified Accountants with offices in Leigh, Thorpe Bay and Southend, serving SMEs with accounts, tax and business advice.","","2026-07-22",""
"Segrave & Partners LLP","B","Chartered accountancy / audit","South Essex (Southend core)","Leigh-on-Sea","SS9 2UA","","https://www.segrave.co.uk","no","Alan Pateman","Partner","info@segrave.co.uk","generic","https://find-and-update.company-information.service.gov.uk/company/OC336277","A six-partner firm of Chartered Accountants and Statutory Auditors in Leigh-on-Sea offering audit, accounts and tax.","","2026-07-22",""
"Segrave & Partners LLP","B","Chartered accountancy / audit","South Essex (Southend core)","Leigh-on-Sea","SS9 2UA","","https://www.segrave.co.uk","no","Ian Hay","Partner","info@segrave.co.uk","generic","https://find-and-update.company-information.service.gov.uk/company/OC336277","A six-partner firm of Chartered Accountants and Statutory Auditors in Leigh-on-Sea offering audit, accounts and tax.","","2026-07-22",""
"Clouders (Audit & Accounts) Limited","B","Chartered accountancy","South Essex (Southend core)","Leigh-on-Sea","SS9 1JL","","https://www.clouders.co.uk","no","Sam Bailey","Director","admin@clouders.co.uk","generic","https://www.clouders.co.uk/about","An independent firm of Chartered Certified Accountants in Leigh-on-Sea providing accounts, audit and tax to local businesses.","","2026-07-22",""
"Clouders (Audit & Accounts) Limited","B","Chartered accountancy","South Essex (Southend core)","Leigh-on-Sea","SS9 1JL","","https://www.clouders.co.uk","no","Chris Binnie","Director","admin@clouders.co.uk","generic","https://www.clouders.co.uk/about","An independent firm of Chartered Certified Accountants in Leigh-on-Sea providing accounts, audit and tax to local businesses.","","2026-07-22",""
"ARB Accountants (Arbed Accountancy Services Ltd)","B","Chartered accountancy","South Essex (Southend core)","Westcliff-on-Sea","SS0 7JG","","https://arb.accountants","no","Saurabh Bedi","Director","info@arb.accountants","generic","https://arb.accountants/meet-the-team/","An ACCA-regulated chartered accountancy in Westcliff working with 100+ local businesses; Xero and QuickBooks certified.","","2026-07-22",""
"A R Lee & Co","B","Chartered accountancy","South Essex (Southend core)","Southend-on-Sea","","~8","https://arlee.co.uk","no","","","info@arlee.co.uk","generic","https://arlee.co.uk/about-us/","A long-established (1970) two-partner firm of Chartered Certified Accountants in Southend.","","2026-07-22",""
"Abraham & Associates","B","Accountancy / tax","South Essex (Southend core)","Southend-on-Sea","SS1 1BH","","https://www.abrahamandassociates.co.uk","no","","","info@abrahamandassociates.co.uk","generic","https://www.abrahamandassociates.co.uk/","A firm of accountants and tax consultants in Southend serving owner-managed businesses.","","2026-07-22",""
"Man & Co (Man & Co Tax Services Ltd)","B","Chartered accountancy / audit","South Essex (Southend core)","Westcliff-on-Sea","SS0 7LP","","https://mancouk.com","no","Victor Man","Director","info@mancouk.com","generic","https://find-and-update.company-information.service.gov.uk/company/07983309/officers","A firm of Chartered Accountants and Registered Auditors in Westcliff specialising in UK businesses of Far Eastern origin.","","2026-07-22",""
"LBH Insurance (Leslie B Holmes Securities Ltd)","B","Insurance broking","South Essex (Southend core)","Southend-on-Sea","SS1 2PE","","https://www.lbhinsurance.co.uk","no","Kevin Fell","Director","enquiries@lbhinsurance.co.uk","generic","https://find-and-update.company-information.service.gov.uk/company/00473495/officers","An independent insurance broker in Southend, established 1949 and a BIBA member, covering commercial and personal lines.","","2026-07-22",""
"Ashburnham Insurance Services Ltd","B","Insurance broking (commercial)","South Essex (Southend core)","Southend-on-Sea","SS1 1PG","","https://www.ashburnham-insurance.co.uk","no","Anthony Fassenfelt","Director","insure@ashburnham-insurance.co.uk","generic","https://www.ashburnham-insurance.co.uk/about-us/","An independent commercial insurance broker in Southend, trading since 1995.","","2026-07-22",""
"Coversure Southend (Cooper Sheldrick Ltd)","B","Insurance broking (commercial)","South Essex (Southend core)","Leigh-on-Sea","SS9 3LB","","https://www.coversure.co.uk/southend/","no","Lee Sheldrick","Principal","southend@coversure.co.uk","generic","https://www.coversure.co.uk/southend/","An independent, family-owned commercial insurance broker in Leigh-on-Sea (a Coversure branch), established 2016.","","2026-07-22",""
"Booth & Co","B","Chartered certified accountancy practice","South Essex (Basildon/Brentwood belt)","Brentwood","CM15 8AG","","https://www.boothandco.co.uk","no","Paul Booth","Founder / Principal Accountant","info@boothandco.co.uk","generic","https://www.boothandco.co.uk/why_us/about_us.php","A Brentwood chartered certified accountancy practice, founded 2006, serving local SMEs and individuals.","","2026-07-22",""
"Michael Letch & Partners LLP","B","Chartered accountancy practice with corporate finance / MBO advisory","South Essex (Basildon/Brentwood belt)","Billericay","CM12 9DF","","https://www.michaelletch.co.uk","no","Michael Letch","Partner","","","https://www.michaelletch.co.uk/about-us/meet-the-team","A Billericay chartered accountancy practice specialising in corporation tax, management buyouts and corporate finance.","","2026-07-22",""
"Nokes & Co Accountants","B","Chartered certified accountancy practice","South Essex (Basildon/Brentwood belt)","Billericay","CM12 0DU","","https://nokesandco.co.uk","no","Bradley Kaylor","Director","","","https://nokesandco.co.uk/about-us/","A family-owned chartered certified accountancy practice in Billericay serving SMEs and individuals.","","2026-07-22",""
"Stanton & Co Accountants","B","Chartered accountancy practice (small business focus)","South Essex (Basildon/Brentwood belt)","Brentwood","CM15 9SG","","https://stantonaccountants.com","no","Ben Stanton","Director","info@stantonaccountants.com","generic","https://stantonaccountants.com/contact","A family-run Brentwood accountancy practice serving sole traders and small businesses.","","2026-07-22",""
"Chartwells Accountants","B","Chartered accountancy & audit practice","South Essex (Basildon/Brentwood belt)","Wickford","SS12 9JR","","https://www.chartwells.org.uk","no","Donna Westwood","Director (Founder)","","","https://find-and-update.company-information.service.gov.uk/company/04764091/officers","A Wickford chartered accountancy and audit practice, established 1999, serving local businesses.","","2026-07-22",""
"Chartwells Accountants","B","Chartered accountancy & audit practice","South Essex (Basildon/Brentwood belt)","Wickford","SS12 9JR","","https://www.chartwells.org.uk","no","Christopher Goldie","Director","","","https://find-and-update.company-information.service.gov.uk/company/04764091/officers","A Wickford chartered accountancy and audit practice, established 1999, serving local businesses.","","2026-07-22",""
"Robert Lewis & Redbond Accountants","B","Chartered accountancy practice","South Essex (Basildon/Brentwood belt)","Basildon","SS14 3JJ","20-50","https://www.rlagroup.net","no","","","","","https://www.rlagroup.net/","A multi-award-winning Basildon accountancy practice (~33 staff) serving SMEs across Essex.","","2026-07-22",""
"Multiply Accountancy","B","Chartered accountancy & business advisory (ICAEW)","South Essex (Basildon/Brentwood belt)","Wickford","SS11 8DD","","https://multiplyaccountancy.co.uk","no","Chris Conway","Director (Co-founder)","chris@multiply.team","published","https://multiplyaccountancy.co.uk/about/team/","An ICAEW chartered accountancy and business-advisory firm in Wickford, founded 2018, serving growing SMEs.","","2026-07-22",""
"Multiply Accountancy","B","Chartered accountancy & business advisory (ICAEW)","South Essex (Basildon/Brentwood belt)","Wickford","SS11 8DD","","https://multiplyaccountancy.co.uk","no","James Moggeridge","Director (Co-founder)","james@multiply.team","published","https://multiplyaccountancy.co.uk/about/team/","An ICAEW chartered accountancy and business-advisory firm in Wickford, founded 2018, serving growing SMEs.","","2026-07-22",""
"Berkeley Townsend","B","Chartered accountancy practice","South Essex (Basildon/Brentwood belt)","Brentwood","CM15 8NL","","https://www.berkeleytownsend.com","no","David Aquino","Managing Director","","","https://www.berkeleytownsend.com/our-team.html","A Brentwood chartered accountancy practice that pairs accountancy with an in-house legal department.","","2026-07-22",""
"Berkeley Townsend","B","Chartered accountancy practice","South Essex (Basildon/Brentwood belt)","Brentwood","CM15 8NL","","https://www.berkeleytownsend.com","no","Lee Ogden","Director (FCCA)","","","https://www.berkeleytownsend.com/our-team.html","A Brentwood chartered accountancy practice that pairs accountancy with an in-house legal department.","","2026-07-22",""
"In Front Accounting","B","Accountancy practice","South Essex (Basildon/Brentwood belt)","Brentwood","CM14 4RR","","https://infrontaccounting.co.uk","no","","","contact@in-front.co.uk","generic","https://infrontaccounting.co.uk/","A Brentwood accountancy practice serving local small businesses and individuals.","","2026-07-22",""
"Crocus Wealth","A","Chartered financial planners / wealth management","South Essex (Basildon/Brentwood belt)","Billericay","CM12 0EQ","","https://www.crocuswealth.co.uk","no","Gareth Heath","Managing Director","","","https://www.crocuswealth.co.uk/meet_the_team.php","A Billericay firm of Chartered Financial Planners providing wealth management and financial planning.","","2026-07-22",""
"Crocus Wealth","A","Chartered financial planners / wealth management","South Essex (Basildon/Brentwood belt)","Billericay","CM12 0EQ","","https://www.crocuswealth.co.uk","no","Stephen Bilton","Director & Chartered Financial Planner","","","https://www.crocuswealth.co.uk/planners/stephen-bilton","A Billericay firm of Chartered Financial Planners providing wealth management and financial planning.","","2026-07-22",""
"Sterling & Law (Brentwood)","A","Independent financial advice / wealth management","South Essex (Basildon/Brentwood belt)","Brentwood","CM15 8BE","","https://sterlingandlaw-brentwood.co.uk","no","Laurence Sanderson","Independent Financial Adviser (Practice Principal)","laurence@sterlingandlaw.com","published","https://sterlingandlaw-brentwood.co.uk/","The Brentwood independent financial advice and wealth-management office of the Sterling & Law network.","","2026-07-22",""
"Sterling & Law (Billericay)","A","Independent financial advice / wealth management","South Essex (Basildon/Brentwood belt)","Billericay","","","https://sterlingandlaw-billericay.co.uk","no","Paddy Denning","Practice Principal & Chartered Financial Planner","p.denning@sterlingandlaw.com","published","https://sterlingandlaw-billericay.co.uk/about-us/","The Billericay independent financial advice and wealth-management office of the Sterling & Law network, led by a Chartered Financial Planner.","","2026-07-22",""
"Abacus Wealth Planning","A","Independent financial advisers (IFA)","South Essex (Basildon/Brentwood belt)","Brentwood","CM14 4DB","","https://www.abacuswealthplanning.com","no","","","","","https://www.abacuswealthplanning.com/","A Brentwood independent financial adviser covering pensions, investments and estate planning, with Chartered Financial Planner status.","","2026-07-22",""
"Oakwood Asset Management","A","Asset / wealth management","South Essex (Basildon/Brentwood belt)","Brentwood","CM13 1AB","","https://www.oakwoodassetmanagement.co.uk","no","","","","","https://www.oakwoodassetmanagement.co.uk/","An asset and wealth management firm based in Hutton, Brentwood.","","2026-07-22",""
"Clear Financial Advice","A","Independent financial advisers (IFA)","South Essex (Basildon/Brentwood belt)","Billericay","CM11 1PU","","https://www.clearifa.com","no","","","info@clearifa.com","generic","https://www.clearifa.com/","An independent financial adviser based in Ramsden Heath, Billericay.","","2026-07-22",""
"Bond Lovis Insurance Brokers","B","Commercial & personal insurance broker","South Essex (Basildon/Brentwood belt)","Basildon","SS14 3DS","","https://www.bondlovis.co.uk","no","","","enquiries@bondlovis.co.uk","generic","https://www.bondlovis.co.uk/insurance-brokers-in-essex.html","An Essex commercial and personal insurance broker operating for over 50 years (Abbey Insurance Brokers Ltd).","","2026-07-22",""
"Ignite Insurance Brokers","B","Commercial / fleet insurance broker","South Essex (Basildon/Brentwood belt)","Basildon","SS14 3HX","","https://igniteinsurance.uk","no","Barry Abrams","Founder","quoteme@igniteinsurance.uk","generic","https://igniteinsurance.uk/","A Basildon commercial and fleet insurance broker.","","2026-07-22",""
"Solstar Insurance Brokers","B","Property / commercial insurance broker","South Essex (Basildon/Brentwood belt)","Billericay","CM12 0EQ","","https://solstarinsurancebrokers.co.uk","no","","","insurance@solstarinsurance.co.uk","generic","https://solstarinsurancebrokers.co.uk/contact/","A Billericay specialist property-owner and commercial insurance broker (Bright Star Financial Ltd).","","2026-07-22",""
"Morgan Marine Insurance","B","Specialist marine insurance broker","South Essex (Basildon/Brentwood belt)","Laindon","SS15 6AG","","https://www.morganmarineinsurance.co.uk","no","","","","","https://www.morganmarineinsurance.co.uk/","A Laindon specialist broker for pleasure craft, yachts and jet skis.","","2026-07-22",""
"Skyline FX","B","Boutique foreign exchange / cross-border payments (fintech-adjacent)","South Essex (Basildon/Brentwood belt)","Basildon","SS14 3JJ","2-10","https://skyline-fx.com","no","","","","","https://skyline-fx.com/","A Basildon boutique foreign-exchange and cross-border payments firm offering dedicated dealers and forward rates.","","2026-07-22",""
"Brents Insurance","B","Commercial insurance broker","South Essex (Basildon/Brentwood belt)","Brentwood","CM14 4DR","","https://brentsinsurance.co.uk","no","Stuart Hulbert","Joint Managing Director","insure@brentsinsurance.co.uk","generic","https://brentsinsurance.co.uk/about-us/","A Brentwood commercial insurance broker (Brents of Brentwood Ltd) led by Chartered Insurance Brokers.","","2026-07-22",""
"Brents Insurance","B","Commercial insurance broker","South Essex (Basildon/Brentwood belt)","Brentwood","CM14 4DR","","https://brentsinsurance.co.uk","no","Chris Jones","Joint Managing Director","insure@brentsinsurance.co.uk","generic","https://brentsinsurance.co.uk/about-us/","A Brentwood commercial insurance broker (Brents of Brentwood Ltd) led by Chartered Insurance Brokers.","","2026-07-22",""
"ESW Chartered Accountants","B","Accountancy practice","South Essex (Rochford/Rayleigh belt)","Rayleigh","SS6 7BS","","https://www.esw.co.uk","no","Shane Wills","Director","info@esw.co.uk","generic","https://find-and-update.company-information.service.gov.uk/company/03216855/officers","A long-established (1996) ICAEW-registered Rayleigh accountancy practice serving local businesses.","","2026-07-22",""
"ESW Chartered Accountants","B","Accountancy practice","South Essex (Rochford/Rayleigh belt)","Rayleigh","SS6 7BS","","https://www.esw.co.uk","no","Stephen Cracknell","Director","info@esw.co.uk","generic","https://find-and-update.company-information.service.gov.uk/company/03216855/officers","A long-established (1996) ICAEW-registered Rayleigh accountancy practice serving local businesses.","","2026-07-22",""
"J D McDavitt Accountants","B","Accountancy practice","South Essex (Rochford/Rayleigh belt)","Rayleigh","","","https://www.jdmcdavitt.co.uk","no","Jon McDavitt","Director","info@jdmcdavitt.co.uk","generic","https://www.jdmcdavitt.co.uk/","A Rayleigh chartered certified accountancy practice, established 2007, focused on SMEs.","","2026-07-22",""
"West-Webbe Associates","B","Accountancy & audit","South Essex (Rochford/Rayleigh belt)","Canvey Island","SS8 9HB","","http://www.west-webbe.co.uk","no","","","info@west-webbe.co.uk","generic","http://www.west-webbe.co.uk/","A Canvey Island firm of chartered certified accountants and registered auditors serving sole traders, SMEs, charities and LLPs.","","2026-07-22",""
"Kingstons Wealth Management","A","Wealth management / financial planning","South Essex (Rochford/Rayleigh belt)","Rochford","SS4 3AH","","https://www.kingstonsfinancial.com","no","Deborah Kingston","Director","enquiries@kingstonsfinancial.com","generic","https://find-and-update.company-information.service.gov.uk/company/09705742/officers","A Rochford lifestyle financial planning and wealth-management firm, also offering will and trust planning.","","2026-07-22",""
"Kingstons Wealth Management","A","Wealth management / financial planning","South Essex (Rochford/Rayleigh belt)","Rochford","SS4 3AH","","https://www.kingstonsfinancial.com","no","Janet Clements","Director","enquiries@kingstonsfinancial.com","generic","https://find-and-update.company-information.service.gov.uk/company/09705742/officers","A Rochford lifestyle financial planning and wealth-management firm, also offering will and trust planning.","","2026-07-22",""
"MSB Rayleigh","B","Accountancy practice","South Essex (Rochford/Rayleigh belt)","Rayleigh","SS6 8JQ","","https://www.msbrayleigh.com","no","Mark Beckford","Director","enquiries@msbrayleigh.com","generic","https://find-and-update.company-information.service.gov.uk/company/10692759/officers","A Rayleigh accountancy practice for the self-employed and SMEs, part of the MSB group across south Essex.","","2026-07-22",""
"KFH Accounting","B","Accountancy practice","South Essex (Rochford/Rayleigh belt)","Hadleigh","SS7 2BN","","https://kfhaccounting.co.uk","no","Kylie Fieldhouse","Director","enquiries@kfhaccountingltd.co.uk","generic","https://kfhaccounting.co.uk/","An ICAEW chartered accountancy practice in Hadleigh specialising in e-commerce and product/service SMEs.","","2026-07-22",""
"Golding Accountancy","B","Accountancy practice","South Essex (Rochford/Rayleigh belt)","Rayleigh","SS6 7JD","","https://wearegolding.com","no","Anthony Burrell","Tax Director","info@wearegolding.com","generic","https://wearegolding.com/","A Rayleigh-headquartered Xero/Dext accountancy firm serving construction/CIS, e-commerce and content creators.","","2026-07-22",""
"Golding Accountancy","B","Accountancy practice","South Essex (Rochford/Rayleigh belt)","Rayleigh","SS6 7JD","","https://wearegolding.com","no","Ian Butler","Director","info@wearegolding.com","generic","https://wearegolding.com/","A Rayleigh-headquartered Xero/Dext accountancy firm serving construction/CIS, e-commerce and content creators.","","2026-07-22",""
"Maynard Heady LLP","B","Accountancy & audit","South Essex (Rochford/Rayleigh belt)","Canvey Island","SS8 9DE","5-10 partners","https://www.maynard-heady.co.uk","no","Robert Wybrow","Partner","rjw@maynard-heady.co.uk","published","https://www.maynard-heady.co.uk/team/","A Canvey Island chartered accountancy LLP offering accounts, audit, probate, trusts and personal tax.","","2026-07-22",""
"Maynard Heady LLP","B","Accountancy & audit","South Essex (Rochford/Rayleigh belt)","Canvey Island","SS8 9DE","5-10 partners","https://www.maynard-heady.co.uk","no","Adam Cohen","Partner","agc@maynard-heady.co.uk","published","https://www.maynard-heady.co.uk/team/","A Canvey Island chartered accountancy LLP offering accounts, audit, probate, trusts and personal tax.","","2026-07-22",""
"Maynard Heady LLP","B","Accountancy & audit","South Essex (Rochford/Rayleigh belt)","Canvey Island","SS8 9DE","5-10 partners","https://www.maynard-heady.co.uk","no","Nick Bragg","Partner","njb@maynard-heady.co.uk","published","https://www.maynard-heady.co.uk/team/","A Canvey Island chartered accountancy LLP offering accounts, audit, probate, trusts and personal tax.","","2026-07-22",""
"Eden Independent Financial Advisers","A","IFA / financial planning","South Essex (Rochford/Rayleigh belt)","Rayleigh","SS6 7BY","","https://www.eden-ifa.com","no","Anthony Eden","Director / Founder","anthonyeden@edenifa.com","published","https://www.eden-ifa.com/","A family-run Rayleigh independent financial adviser, established 1978, advising on pensions, investments, protection and equity release.","","2026-07-22",""
"Sterling & Law (Rayleigh)","A","IFA / wealth planning","South Essex (Rochford/Rayleigh belt)","Rayleigh","SS6 8EP","","https://sterlingandlaw-rayleigh.co.uk","no","Paddy Denning","Financial Adviser / Principal","p.denning@sterlingandlaw.com","published","https://sterlingandlaw-rayleigh.co.uk/","The Rayleigh independent wealth-planning office of the Sterling & Law network.","","2026-07-22",""
"CMIS Independent Financial Advisers","A","Chartered financial planning / IFA","South Essex (Rochford/Rayleigh belt)","Rayleigh","","3 advisers","https://cmisifa.co.uk","no","David Boone","Director / Chartered Financial Planner","info@cmisifa.co.uk","generic","https://cmisifa.co.uk/about-us/","A Rayleigh firm of Chartered Financial Planners (est. 1988) advising on retirement, pensions and investments.","","2026-07-22",""
"Nelmo & Co","B","Accountancy practice","South Essex (Rochford/Rayleigh belt)","Canvey Island","SS8 0DD","3","https://www.nelmo.co.uk","no","Louis Cartey","Director","info@nelmo.co.uk","generic","https://find-and-update.company-information.service.gov.uk/company/07552479","A Canvey Island accountancy practice serving SMEs across Canvey and South Woodham Ferrers.","","2026-07-22",""
"Fairview Financial Management","A","Chartered financial planning / IFA","South Essex (Rochford/Rayleigh belt)","Rayleigh","SS6 7EW","5","https://fairviewifa.co.uk","no","Ross Lacey","Director / Chartered Financial Planner","info@fairviewifa.co.uk","generic","https://fairviewifa.co.uk/team-members/ross-lacey/","A Rayleigh firm of Chartered Financial Planners specialising in retirement, business owners and life-event planning.","","2026-07-22",""
"Hill Allen (Wickford)","B","Accountancy practice","South Essex (Rochford/Rayleigh belt)","Wickford","SS11 8AW","","https://www.hillallenaccountants.co.uk","no","Michael Hogg","Director","info@hillallenaccountants.co.uk","generic","https://find-and-update.company-information.service.gov.uk/company/06369670/officers","A Wickford chartered and certified accountancy practice with a construction-sector specialism.","","2026-07-22",""
"BLW Insurance Brokers","B","Insurance broker (Lloyd's)","South Essex (Rochford/Rayleigh belt)","Rochford","SS4 1BB","","https://blwinsurance.com","no","Mark Gilbert","Director","info@blwinsurance.com","generic","https://find-and-update.company-information.service.gov.uk/company/01022249/officers","A Rochford-headquartered registered Lloyd's insurance broker serving commercial clients and regional brokers.","","2026-07-22",""
"BLW Insurance Brokers","B","Insurance broker (Lloyd's)","South Essex (Rochford/Rayleigh belt)","Rochford","SS4 1BB","","https://blwinsurance.com","no","Emma Louise Emerson","Director","info@blwinsurance.com","generic","https://find-and-update.company-information.service.gov.uk/company/01022249/officers","A Rochford-headquartered registered Lloyd's insurance broker serving commercial clients and regional brokers.","","2026-07-22",""
"Redwood Insurance Brokers","B","Insurance broker","South Essex (Rochford/Rayleigh belt)","Rayleigh","SS6 7UP","8","https://www.redwoodbusiness.com","no","Stephen Hartley","Director / Founder","info@redwoodbusiness.com","generic","https://find-and-update.company-information.service.gov.uk/company/04143803/officers","A family-run Rayleigh commercial insurance broker (est. 2001) covering manufacturers/wholesalers, motor fleet, property owners and PI.","","2026-07-22",""
"Redwood Insurance Brokers","B","Insurance broker","South Essex (Rochford/Rayleigh belt)","Rayleigh","SS6 7UP","8","https://www.redwoodbusiness.com","no","Paul Ayrton","Director","info@redwoodbusiness.com","generic","https://find-and-update.company-information.service.gov.uk/company/04143803/officers","A family-run Rayleigh commercial insurance broker (est. 2001) covering manufacturers/wholesalers, motor fleet, property owners and PI.","","2026-07-22",""
"Newsome Wealth Management","A","Wealth management (SJP)","South Essex (Rochford/Rayleigh belt)","Wickford","SS11 7GD","","https://www.newsomewealthmanagement.co.uk","no","Matthew Newsome","Director","info@newsomewealthmanagement.co.uk","generic","https://www.newsomewealthmanagement.co.uk/","A Wickford-area wealth-management practice (St. James's Place) focused on pension consolidation, retirement and investment planning.","","2026-07-22",""
"Murphy Collins","B","Accountancy & business advisory","South Essex (Rochford/Rayleigh belt)","Rochford","SS4 1AS","","https://www.murphycollins.co.uk","no","Steven Collins","Director","info@murphycollins.co.uk","generic","https://find-and-update.company-information.service.gov.uk/company/15677260/officers","A Rochford accountancy and business-advisory practice (founded 2024) blending accounts with growth advisory.","","2026-07-22",""
